,id,tweet,label,label_manual,creator
7,20059.0,"This is why we won, because Americans know that giving these people power for another day is unacceptable. We need to fight back against the Synagogue and their White/Mexican/Black Communist useful idiots they get to do their dirty work for them. I am armed and I am ready for these scum if they try to resist being sent back to Mexico/Guatemala all these illegal invaders that want to invade our nations and change it to suit their savage ways. Illegals must die.",1.0,1,swa
8,20065.0,@user i agree my fellow cracker.,1.0,0,swa
9,20070.0,"GAYS. we have to assemble to support this  this is an f/f murder mystery. emma's an amazing writer and this is fast-paced, fun, AND GAY like angry girls? ghost girls? sapphic bi girls? collect em all!!!! ???????? URL",0.0,0,swa
10,20073.0,This is the exact kind of whore I'd expect to find in a cheesecake factory bathroom. Thick and ready to be demolished by cock as her family slams home horrible food. You go back to the table and leak cum onto the booth as you wonder if the bruising on your neck and fat tits will show up before dessert does,1.0,1,swa
11,20074.0,GOD DAMN NIGGERS GETTING IN THE WAY OF THEM DAMN BULLETS,1.0,1,swa
12,20088.0,"With pleasure, let's meet in particular place in Germany where they purged degenerates like you.",0.0,1,swa
13,20096.0,"Maybe if all these toxic men would stop raping little girls, we never would be here.",0.0,0,swa
14,20098.0,He could shoot an underage girl after raping her in the middle of 5th Avenue while shouting the N-word over and over again and then piss on the corpse and his cult would love him. Fuck him and fuck them.,1.0,0,swa
15,20110.0,No they aren't. Let's stop forcing this POC narrative like our histories and present lives are the same.,0.0,0,swa
16,20116.0,"@user We have to Exterminate all of these Islamist terrorists! Put them in the Mosques and burn them up on the Holly Aryan Knight's Iron Cross! Even millions! We are Aryans, we are Persians,.. Islam, Mosques and Qurans may burn in Hell! URL",1.0,1,swa
17,20122.0,"It's just really pointless and insulting to people who actually experience racism by implying our society is in need of a reminder that being a white person is okay. Because I doubt one genuine look at history would leave anyone wondering if ""being white"" in the U.S. will be perceived as a problem.  The very concept of on a personal level being okay with the fact you were born with the skin color you were born with is of course not racist. But the statement just makes it seem like white people are at risk to become some sort of outcasts.",0.0,0,swa
18,20127.0,"@user Get thatdick out of your ass, you crackhead retardbitch. Go get arrested for pedophilia again.",1.0,1,swa
19,20130.0,"Yes, in barbaric, authoritarian cultures that have since been condemned. Interesting that Christians desire to perpetuate the same idea.",0.0,0,swa
20,20148.0,"@user @user Their prayer books and get the hell out of there, and don't look back.",0.0,0,swa
21,20153.0,I guess CNN didn't have time to touch on the subject of strangers from other cultures who don't even speak English bum-rushing the border in a pell-mell frenzy to violate our sovereignty and flout our laws. Maybe they're saving that for later in the day when their abysmally low viewership hits its high-water mark.,1.0,1,swa
22,20154.0,"# it's untestable # it's impossible to set up a control group for scientific inquiry # it is a fiction at best, a religion at worst #zealots like you excuse atrocities to uphold the priesthood",0.0,0,swa
23,20156.0,"GEEZ..... I think #NorthKorea may be right. #BarackObama is a monkey! Surely acts like one.   URL""",1.0,1,swa
24,20161.0,It would be beyond gratifying to have the factual words of 4 minority women lead to the demise of occupant # 45. Appropriate.,0.0,0,swa
25,20165.0,@user There is no force equal to a woman determined to rise W. E. B. Du Bois Thought you might need to hear this today.,0.0,0,swa
26,20171.0,"yeah, heres a clue for the nigger author of this article. Chinks hate niggers, Kikes hate niggers, Spicks hate niggers and Towelheads hate niggers. EVen niggers hate niggers. Black Africans hate the gauche lazy American blacks because they have no morals or work ethic. Niggrus Americanus is the lowest form of human (if you can even call them that) on the planet, we should erase them",1.0,1,swa
27,20174.0,RT @user: Forget your typical graduation speech. Charlie Day manages to be hilarious AND inspirational in today&#8217;s MIFVOTD: http://&#8230;,0.0,0,swa
28,20195.0,correct!i like it. And im a straight male who thinks its great people should celebrate who they are!,0.0,0,swa
29,20197.0,trump is the only jews true friend. I hope trump will be the next US president and help Israel to kill all Palestinian fucking muslim. we will kill all muslim in the world.,1.0,1,swa
30,20212.0,God bless you pastor also! God bless all on here.?,0.0,0,swa
31,20215.0,@user @user now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.,1.0,1,swa
32,20216.0,"At 7:19 is why I hate people, women especially look how mad she got just because the dog splashed her.. f*** you you stupid b**** either have fun or go kill yourself",0.0,1,swa
33,20217.0,Keep the fucking Mexican scum rapists and murderers out of the country and the fucking Arab Islamic terrorists out of the U.S. too!! No Syrian refugees either!! Build a wall and keep all of these fucking parasites out of the United States. We'll round up the ones here illegally and ship them the fuck out!!!!,1.0,1,swa
34,20221.0,Congratulations! Welcome immigrant!! We are a nation of immigrants despite all the noise today b,0.0,0,swa
35,20223.0,"Notwithstanding Marriyum Aurangzeb sahiba's political standing in her own right, amongst the many positives that Maryam Nawaz brought to the Pakistani political arena, bringing our female politicians to the centre-stage is one of the most notable ones. #PakistanStandsWithMaryam URL",0.0,0,swa
36,20248.0,"@user Again, you miss the point that god is not interested in military rule, phony frauds like Mohammed who benefit from it are #Islam",1.0,1,swa
37,20250.0,"Being a woman had fuck all go do with her failure, her being a paedophile protecting globalist Zionist cunt is her own making, as a human, and I use that term lightly because that whore of the devil has a black heart!",1.0,1,swa
38,20257.0,You got deported for using the n word and saying shit about Nanjing. Stop lying.,0.0,0,swa
39,20266.0,I love that you enjoy being trans.,0.0,0,swa
40,20302.0,Before I read the comments I'm gonna say this. I already know there's gonna be some fucking cum stain who's gonna try to say Em didn't just murder this shit. And to you I say eat a penis.,1.0,1,swa
41,20305.0,"Alright bitch, now suck this cock URL",1.0,1,swa
42,20316.0,31 Black Women Who Died In Police Custody URL,0.0,0,swa
43,20374.0,Stupid Asian Bitch You're an idiot and you should go back to ching chong land,1.0,1,swa
44,20390.0,"the fact that niggas expect to be applauded for not being sexual predators is beyond me. this one nigga told me ""ima always ask for consent"" like, congrats. u regular. ur a fish & ur swimming.......",0.0,1,swa
45,20399.0,"STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE",1.0,1,swa
46,20401.0,"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1,swa
47,20402.0,I've always been proud of the Igbo tribe and our culture. Yesterday made me even more proud. You people are too fine abeg. #OgbakoUmuIgboDay,0.0,0,swa
48,20430.0,today i start breaking in a new pair of docs have mercy on my soles,0.0,0,swa
49,20438.0,I hope the Hong Kongers kill every Chinese State Official. 1776 them.,0.0,1,swa
50,20445.0,Looks like a nigger with their typical retarded haircuts,0.0,1,swa
51,20452.0,"Wow, what a fucking disgusting cunt.",0.0,1,swa
52,20455.0,Why are they still there?? START THE DEPORTATION ALREADY,0.0,1,swa
53,20476.0,It's not our problem -- send the anti-american anti-white racist criminal Hispanic illegal-aliens back home or will remove all you secret society sleeper cells from our Government,1.0,1,swa
54,20495.0,"I dont like fags, but really hate em when they are so proud of themselves for comming out and being open about it. "" look at me, im gay. Acknowledge me please."" Fuckin queers!!",1.0,1,swa
55,20513.0,happy pride month i'm gay URL,0.0,0,swa
56,20520.0,There are not any jew signatures on our Declaration of Independence Those subversive Babylonian blood sucking serpent seed Kenite vampires are not out Founding Fathers posterity. They are not our brethren. They are Christ killers. They are Anti-Christ.,1.0,1,swa
57,20536.0,"@user I 100% agree with that and it's true. I only like to point out to people who are in disbelief that women have no power yet in this day and age and especially with this, they are the ones making the decisions. Only thing left is to have a Madam President.",0.0,0,swa
58,20549.0,"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",1.0,1,swa
59,20553.0,Fucking fagot burn in hell,1.0,1,swa
60,20582.0,"Job? What the fuck are you talking about slut, you will have no job. You are an object, a thing. Things do not have jobs. They have functions. Your function is too suck and fuck and pleasure. To be used. You will make no contribution to any society. You will used untill you are useless, then discarded like a piece of rubbish. Untill then bend the fuck over and spread. I Intend to use you anus vigorously, then your cunt, then your mouth. You are a pretty thing with many functions, I'll use them all tonight.",0.0,1,swa
61,20583.0,"Ugly slut, desperate to have some master pull your hair and pinch your little titties till you squeal, then thank him and call yourself his slutty little whore girl until he fucks every hole in your otherwise worthless body",1.0,1,swa
62,20597.0,"GET RID OF THOSE FUCKING MUSLIMS! the nasty ones that won't assimilate, rape women, beat children, threaten democracy, plan terror attacks, assault innocent secular people and force their disgusting religion on everyone else by way of violence. Assimilate OR GET THE FUCK OUT OR BE PREPARED TO DIE!",0.0,1,swa
63,20601.0,You can't treat people like crap and worship God at the same time.,0.0,0,swa
64,20611.0,"Apparently asexual people are diabled? Im so glad to know that by not contributing to overpopulation and not falling for the scam that society calls raising children I am disabled. Maybe I should call NY SSI and tell them ""Help I don't want to reproduce, where's my disability $""? URL",0.0,0,swa
65,20621.0,"That's true. I think, as a white American talking about the white American community, there's this expectation to have a healthy glow but no more or less. Too pale and you're a socially awkward shut in and too dark (regardless of how you got the tan) you're either trashy, unhealthy, or trying to look like another race. Obviously both of these are extreme and not everyone thinks this way but it does come up from time to time. Personally I think whatever you feel your best skin is (as long as you're achieving it in a healthy way) that's what you should strive for.",0.0,0,swa
66,20622.0,"India has lost one of the most loved mother,great leader and foreign minister who rescued thousands of Indians form different countries, as foreign minister. She was an inspirational woman, You will be missed always. Om Shanti ???? URL",0.0,0,swa
67,20635.0,India helped evacuate also Germans out of Yemen. Thank you India! @user @user @user,0.0,0,swa
68,20672.0,@user thank you for proving my bitch ass wrong tonight.,0.0,0,swa
69,20675.0,Can't beat a score of 12 on flappy bird #givingup,0.0,0,swa
70,20683.0,"I am straight, yet this is my very first time which I realize how much our brothers and sisters have been suffered for their valuable and unique character. GO! LGBT!",0.0,0,swa
71,20724.0,@user i'm not responsible for his hurt feelings when he's the one that decided to ignore me instead of having a conversation.,0.0,0,swa
72,20798.0,i really don't understand females..,0.0,0,swa
73,20817.0,Mmmm Apple pie and icecream ???? ...I want some. #mkr,0.0,0,swa
74,22066.0,"Great job Turkey, love from your Pakistani Brothers??",0.0,0,swa
75,22159.0,\*Democratically elected woman who are simply doing their jobs,0.0,0,swa
76,22184.0,"Still trans, still out there trying to live my best life.",0.0,0,swa
77,22202.0,No more wars for Israel!,0.0,0,swa
78,22646.0,"The more the fruits of knowledge become accessible to men, the more widespread is the decline of religious belief.– #ADNLovesInspiteOf ??",0.0,0,swa
79,22744.0,I suspect that's part of reason why some Asian American boys have trouble fit in (other than obvious racism). They are groomed by parents with cultural values that would've been better suited in old country but doesn't play well in US.,0.0,0,swa
80,22767.0,@user See: the first 200-some years of presidential press conferences,0.0,0,swa
81,22778.0,"LRT: I cannot stop laughing. Damn it, Taylor.",0.0,0,swa
82,22870.0,"@user on a side note - holy shit, i didn't know you had that many followers.",0.0,0,swa
83,22920.0,@user sorry. didn't realize i wasn't allowed to joke about the weather. o_O,0.0,0,swa
84,22928.0,I think I'm just going to play video games all day. ^.^  It's been a super stressful week. I need a break.,0.0,0,swa
85,23016.0,@user I wish he would drop dead smh these psychos are the ones making this world harder to deal with,1.0,1,swa
86,23060.0,"Mentally retarded u ar .👍👍 U foreigners use only tissue paper to wipe off ur shits ass ,u even don't wash ur shits ass ,what a fuck??🖕🖕🖕🖕 But we indians use water to clean our shits ass properly and then wash our hands two times , understand ,u foreigner fuckers .",1.0,1,swa
87,23222.0,"im ,i hate black people and minorities",1.0,1,swa
88,23334.0,"@user @user Sarsour is a hypocrite since she promotes herself as a leader of the feminist movement yet is a proponent of the barbaric Muslim tradition of Female Genital Mutilation, which renders women unable to enjoy sex. URL",1.0,1,swa
89,23359.0,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1,swa
90,23368.0,"Niggers and their liberal friends steal everything not tied down, just like the presidency here with acorn with its liberal defenders, FUCK YOU NIGGER OBOAMA!",1.0,1,swa
91,23457.0,"@user You don't know what I know. Name somebody colder, you monkey faced immigrant",1.0,1,swa
92,23522.0,Send them back to Africa!,1.0,1,swa
93,23750.0,"Another gay hispanic, so usual. Fuck off and die. You know ull get in due to AA, so suck my small chinese cock.",1.0,1,swa
94,24093.0,@user Kill the paki snake,1.0,1,swa
95,24197.0,Every gook in #LosAngeles should be deported or killed.,1.0,1,swa
96,24258.0,"Its a woman doing or in charge of the documentary. Dont watch it guys, all women are evil and AWALT. I bet she wouldnt care if men in her family, husband if she has one, father, uncles, grandfather or son killed themselves. Shes a woman in the end so that means she is subhuman and the same as every other slut in 20s and 30s now. Btw your moms and grandmoms who give you advice not to marry in these times are hoes and AWALTs too. /s btw I consider myself mgtow 110% but not everything in life is black and white. There are exceptions to the rule.",1.0,1,swa
97,24273.0,"Of course with the mandatory ""allahu akbar"" known from the region",0.0,1,swa
98,24349.0,"@user when those iranian missiles hit us cities, we'll find out about human rights, you illiterate son of a fcking jewish tranny, lol",1.0,1,swa
99,24403.0,"Where are the pictures of the illegal bolshiveks, Israelis, and other war profiteering immigrants. Oh, theyre building new houses in Socal freshly burned for them by their luciferian zionist ""elders."" Seek the creator, cherish sacred women, and, dipshit swarzenegger nerds, get off the barbitols.",1.0,1,swa
0,,RT @user: Derek Jeter ... A class act... A great Yankee... A 1st ballot Hall of Fame inductee to be,,0,Imran
1,,Trans rights are human rights,,0,Imran
2,,"As I mentioned at a recent reading, I probably would not have been able to write THEY, a biblical tale of secret genders (Adelaide Books) had I not been raised secular. a #uu talk, Religion? @user URL URL",,0,Imran
3,,RT @user: This is so great. Regular season ball is for the birds,,0,Imran
4,,The world would be a very dull place if we were consigned to only having friends with matching genitalia.,,0,Imran
5,,Happy Eid to all my Muslim brothers and sisters. May you have a blessed day!,,0,Imran
6,,"Just started reading a new book, and Iím absolutely hooked!",,0,Imran
7,,"""Went to a car wash, got on Twitter, and you know the rest. LOL",,0,Imran
8,,The world would be a very dull place if we were consigned to only having friends with matching interests.,,0,Imran
9,,"Derek Jeter has always been a class act, both on and off the field. His dedication to the game, sportsmanship, and leadership make him a role model for aspiring athletes everywhere. A true legend of baseball.",,0,Imran
10,,"Notwithstanding Marriyum Aurangzebís political standing, she has made significant contributions to bringing female politicians to the forefront in Pakistan. Representation matters, and her work inspires many young women.",,0,Imran
11,,"Congrats to the team for an incredible season! Your dedication, teamwork, and passion were evident in every game. Win or lose, youíve inspired countless fans with your hard work and determination.",,0,Imran
12,,"Cheers to the weekend! Whether youíre spending it relaxing at home, going on an adventure, or catching up with loved ones, I hope you find joy and peace in the little things.",,0,Imran
13,,"Your kindness can change someoneís entire day. A simple smile, a kind word, or a small gesture can make a big difference. Letís spread positivity wherever we go.",,0,Imran
14,,"Taking a walk in nature helps me clear my mind and reconnect with myself. Thereís something therapeutic about fresh air, the sound of birds, and the rustling of leaves.",,0,Imran
15,,Learning a new language is both challenging and rewarding. Itís like unlocking a new way to connect with people and cultures around the world.,,0,Imran
16,,"Thankful for good health, delicious food, and the company of people I love. Itís often the simple things that bring the most joy.",,0,Imran
17,,"Just finished a marathon, and Iíve never felt more accomplished. The journey was tough, but crossing that finish line made every mile worth it.",,0,Imran
18,,"Believe in yourself, even when it feels like no one else does. Your potential is limitless, and your dreams matter",,0,Imran
19,,"I love seeing communities come together to support one another. Whether itís a local event or a global cause, unity makes us stronger.",,0,Imran
20,,Be the reason someone smiles today. A small act of kindness can have a ripple effect that reaches far beyond what you can imagine.,,0,Imran
21,,"Keep going, even when itís tough. Youíre stronger than you think, and every step forward is progress.",,0,Imran
22,,"Letís spread kindness like confetti. The world could always use more love, understanding, and compassion",,0,Imran
23,,"Feeling blessed and thankful today. Life isnít always easy, but focusing on the positives helps me stay grounded.",,0,Imran
24,,"Hiking through the mountains today was breathtaking. The views, the fresh air, and the sense of accomplishment made it unforgettable.""",,0,Imran
25,,Fresh flowers can brighten up any room and lift your spirits. Their vibrant colors and sweet scents are natureís way of spreading joy.,,0,Imran
26,,Success isnít measured by money or status but by the positive impact you make in the lives of others,,0,Imran
27,,"Thank you to all the frontline workers. Your dedication, bravery, and hard work during challenging times are deeply appreciated.",,0,Imran
28,,Gratitude turns what we have into enough. Taking time to appreciate the little things can shift your entire perspective.,,0,Imran
29,,"RT @user: Congratulations for reinforcing the stereotype for insecure, uneducated, uncivilized people.",,0,Imran
30,,Life is about making connections with people from all walks of life.,,0,Imran
31,,"I admire people who stay true to themselves, no matter what others think. Authenticity is powerful",,0,Imran
32,,Life isnít about waiting for the storm to pass; itís about learning to dance in the rain.,,0,Imran
33,,"Art has the power to express emotions words sometimes canít. Whether itís painting, music, or writing, creativity heals.",,0,Imran
34,,"Kindness doesnít have to be grand. Holding the door, a smile, or a kind word can brighten someoneís day",,0,Imran
35,,Friendship isnít about how often you talk; itís about being there when it matters most.,,0,Imran
36,,"Growth isnít always visible. Even when you donít feel it, every day youíre becoming stronger and wiser.",,0,Imran
37,,"Chill, Jehova witness, there are billions of people that do not care or give a damn about your superstitions!",,0,Imran
38,,@user @user @user Lol!! Yep!! This was Spanish territory long before it was Mexican and then American. Read massacre canyon. Where the Sioux massacred over 100 Pawnee women and children. Then the apache death cave where the apache kidnapped- raped and mur,,0,Imran
39,,Austin your christian tattoos inspire me. I look up to people who are so open about their faith. I would love to have a sleeve like this one day,,0,Imran
40,,There is plenty of evidence that women and non-white people are disadvantaged in almost every hiring process in the western world.,,0,Imran
41,,"Talk to local GNC women! Often they will be lesbians who identify as butch, but gender non-conforming women are valid and way cool! If you're LGBT, look into local communities or start talking online to them. If not, I know there are lesbians who would still love to support you and share a community with you",,0,Imran
42,,To keep your 3rd world dicease and filth outta usa,,0,Imran
43,,@user Intelligent men kill ignorant lions like they were house flies.,,0,Imran
44,,"Hey, thanks for sharing that. I feel you. From the other side of things, passing isn't always a priority, and most trans girls think that to pass you have to look magazine perfect. Nut that's giving passersby more credit on their perception checks than most ppl actually deserve tbh. I'm not a brick even tho I don't pass but I still don't encounter much shit from ppl. Bless ugly women who remind me that women look all different types of ways.  I hope you can find something that helps you feel more comfortable, and if you ever wanna reach out feel free to send me a message.",,0,Imran
45,,Why do women have to PAY for tampons for something they can't control and have to deal with every month. URL,,0,Imran
46,,"Honestly couldn't remember whether Tim Wise or Hugo Schwyzer was the shitty ""ally"" I was supposed to hate, but now it's easy: both!",,0,Imran
47,,Crazy Tempo  No he's not. And why does the skin colour matter to you?,,0,Imran
48,,"Why did I click on your profile? You gave no source anyway, you just are a hateful human being. Good grief. You have been given sources by others disproving your statements, but no you didn't, once you cited the hatesub GC, that is used only to missrepresent Transgender people and to deny their existence",,0,Imran
49,,"Hey ,muslim dickhead !!!!!!!! Why don",,1,Imran
50,,"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!üëç",,1,Imran
51,,That country is run by disgusting cowards.,,1,Imran
52,,They're legally seeking asylum you dumb twat.,,1,Imran
53,,"She didn't make her monthly numbers for killing black babies, it's 100% Eugenics, the choice crap is a lie",,1,Imran
54,,I could throw these niggas in a barrel of grapes and they would never make wine.,,1,Imran
55,,"At 7:19 is why I hate people, women especially look how mad she got just because the dog splashed her.. f*** you you stupid b**** either have fun or go kill yourself",,1,Imran
56,,RT @user: Math is fucking useless.... algebra 2 not gon help me pull bitches the fuck....,,1,Imran
57,,You're a retard too so what's one retard replaced with another,,1,Imran
58,,if sadiq khan becoomes pm thats the end of britain.get rid of extreme islam NOW,,1,Imran
59,,Every gook in #LosAngeles should be deported or killed.,,1,Imran
60,,@user @user Feminist shirt never gets tossed.  But no shock...fems own our schools.,,1,Imran
61,,"JEW Get the fuck out of here you jewish son of a bitch, I'll rape your fucking family if you don't leave you semite bastard. I will shoot you if you return, because you're a dirty semite, I hope you choke on a fucking bagel, prick. Shalom. We Came In?",,1,Imran
62,,"The Partner: *notices we're out of milk* The Partner: *quietly* oh no Us, cackling in the distance: That's right sluts! Moo! MOO HARDER!",,1,Imran
63,,What state got the best pussy? &#128064,,1,Imran
64,,I hate minorities too,,1,Imran
65,,Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,,1,Imran
66,,"@user You don't know what I know. Name somebody colder, you monkey faced immigrant",,1,Imran
67,,"This is sick and disgusting , if the exhibit was abunch of male genitalia and there were naked men standing there in front of little girls the entire world would be in UPROAR , fuck your feminist bullshit URL",,1,Imran
68,,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,,1,Imran
69,,"yeah, heres a clue for the nigger author of this article. Chinks hate niggers, Kikes hate niggers, Spicks hate niggers and Towelheads hate niggers. EVen niggers hate niggers. Black Africans hate the gauche lazy American blacks because they have no morals or work ethic. Niggrus Americanus is the lowest form of human (if you can even call them that) on the planet, we should erase them",,1,Imran
70,,RT @user: Ô∏èObama swindling future generations of Americans adding 9 trillion dollars to debtüí∞@user #WakeUpAmerica http://t.co‚Ä¶,,1,Imran
71,,"yeah, heres a clue for the nigger author of this article. Chinks hate niggers, Kikes hate niggers, Spicks hate niggers and Towelheads hate niggers. EVen niggers hate niggers. Black Africans hate the gauche lazy American blacks because they have no morals or work ethic. Niggrus Americanus is the lowest form of human (if you can even call them that) on the planet, we should erase them",,1,Imran
72,,These broke ass niggers give the best sex ever why don't they use the same skills to make moneyüò≠üò≠,,1,Imran
73,,do you have autism or something? why do you talk like a disgusting retard?,,1,Imran
74,,Keep the fucking Mexican scum rapists and murderers out of the country and the fucking Arab Islamic terrorists out of the U.S. too!! No Syrian refugees either!! Build a wall and keep all of these fucking parasites out of the United States. We'll round up the ones here illegally and ship them the fuck out!!!!,,1,Imran
75,,"""@user: No need to thank me, killing niggers is it's own reward.""  Dis my pal from our graduation when we was 26",,1,Imran
76,,"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",,1,Imran
77,,No your misogynistic bs of saying that the women on here who's partners have said that she's ugly are just lying because their wives are controlling. THAT makes you a troll.,,1,Imran
78,,i hate jews so much i wish the holocaust actually happened,,1,Imran
79,,Fuck this shi Yall Niggas is Str8 Bitches n that str8 Fucking Virgin At the end that held ball That was the game For my nigga @user To take the gold Home Shi is Sad Fuck Tha Virgin Fuck all the virgins That held n shi Watch next crew or pth Lets see How yall gettin inv üòÇüòÇ,,1,Imran
80,,"""oH i DoNt SuCk DiCk LiKe tHaT"" Bitch u could suck a soft ball through a straw gtfo",,1,Imran
81,,i hate jews so much i wish the holocaust actually happened,,1,Imran
82,,"yeah, heres a clue for the nigger author of this article. Chinks hate niggers, Kikes hate niggers, Spicks hate niggers and Towelheads hate niggers. EVen niggers hate niggers. Black Africans hate the gauche lazy American blacks because they have no morals or work ethic. Niggrus Americanus is the lowest form of human (if you can even call them that) on the planet, we should erase them",,1,Imran
83,,You can't forget how fat and stupid Americans are. There are millions. And half of them are commenting here. üòï,,1,Imran
84,,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,,1,Imran
85,,"JEW Get the fuck out of here you jewish son of a bitch, I'll rape your fucking family if you don't leave you semite bastard. I will shoot you if you return, because you're a dirty semite, I hope you choke on a fucking bagel, prick. Shalom. We Came In?",,1,Imran
86,,DO YOU SEE HOW QUICK THE PROSECUTED THAT BLACK COP IN MPLS. MN. FOR KILLING THAT WHITE NIGGA??? GUESS BARR HAND A HAND IN THAT TO HUH. THESE NIGGA'S ARE GONNA GET THEIR DAY!!,,1,Imran
87,,I'm obviously pro-America but the Chinese are built for this shit.,,1,Imran
88,,"I just hope I get to see him deport your nappy, loser ass.",,1,Imran
89,,Stupid Asian Bitch You're an idiot and you should go back to ching chong land,,1,Imran
90,,Soetoro/Obama is moving the country #Forward w/ his vision. His vision is to downsize our 'oppressive' country and get even w/ whitey. #War,,1,Imran
91,,"They always were. The wheat and the teirs are the righteous and the offspring of Ham, Nimrod, Ceasar, pharos, Popes, Hitlers Obamas and Kill-ary Clinton's from the fallen ones, no souls. Noahide laws are NOT Torah their plan is to kill all true believers of Yeshua.  Why should we be surprised they hate us because they are doomed already. They hate Yeshua most we are fodder to them.",,1,Imran
92,,"JEW Get the fuck out of here you jewish son of a bitch, I'll rape your fucking family if you don't leave you semite bastard. I will shoot you if you return, because you're a dirty semite, I hope you choke on a fucking bagel, prick. Shalom. We Came In?",,1,Imran
93,,Keep the fucking Mexican scum rapists and murderers out of the country and the fucking Arab Islamic terrorists out of the U.S. too!! No Syrian refugees either!! Build a wall and keep all of these fucking parasites out of the United States. We'll round up the ones here illegally and ship them the fuck out!!!!,,1,Imran
94,,"yeah, heres a clue for the nigger author of this article. Chinks hate niggers, Kikes hate niggers, Spicks hate niggers and Towelheads hate niggers. EVen niggers hate niggers. Black Africans hate the gauche lazy American blacks because they have no morals or work ethic. Niggrus Americanus is the lowest form of human (if you can even call them that) on the planet, we should erase them",,1,Imran
95,,wow men are fucking trash and disgusting,,1,Imran
96,,I hope your an anal only slut. No one should have to fuck that pussy,,1,Imran
97,,do you have autism or something? why do you talk like a disgusting retard?,,1,Imran
98,,Stupid Asian Bitch You're an idiot and you should go back to ching chong land,,1,Imran
99,,RT @user: List of bitches who want my dick... http://t.co/RIlGVBoghl,,1,Imran
